Iter Teff logg FeH aFe Vrad Vrot Inst_R logR Dist Av log(lk) log(vol) log(wt) h nc log(z) delta(log(z))
1510 5729.32871778 4.42877448682 -0.0372664936876 0.0177196135739 81.7320476765 4.51296839338 36927.5091859 0.304625711561 17.9905048578 0.632104328409 -217.745884355 -29.9217698445 -252.251528354 34.1613807377 25 -252.20019531 129.268564977 
1511 5782.25194278 4.49860642504 0.00810257217273 0.0100610068016 81.7157385067 2.62939738501 32182.6969189 -0.2047333566 6.82426580284 0.586017141843 -217.423281779 -29.9415724718 -251.425225515 33.3361066405 25 -251.046297627 126.253785025 
1512 5716.55367741 4.37947946538 -0.035811306078 0.00143374929743 81.7693022276 3.37429627654 33186.8023954 0.232104717486 13.3106553446 1.83678876236 -217.420099085 -29.9613750991 -251.29508727 32.8860365032 25 -250.469828104 125.080084714 
1513 5721.99439346 4.3542252723 -0.0316680295573 0.0101629386592 81.7718327011 5.41834823851 39640.8507404 -0.0487993802048 6.26548731193 1.70844913696 -213.714964157 -29.9811777264 -248.277012805 33.9878086407 25 -248.171210485 124.483812565 
1514 5767.98507818 4.45549715117 -0.0147707309036 0.0125276142954 81.7058411004 3.68044023625 34872.6218479 0.512154643438 19.3057542195 2.15968303641 -212.698503237 -30.0009803537 -246.995792543 33.4716262409 25 -246.726765953 122.165392318 
1515 5773.91491811 4.42633983686 0.00519305504065 0.0123654564408 81.8249586243 3.23536470765 33797.9398951 -0.164371452986 7.11633405232 0.568345068702 -212.622209809 -30.020782981 -246.5924351 33.027171781 25 -245.964199443 120.701145159 
1516 5814.60426915 4.54417207349 0.0238944417788 0.00561696246007 81.7645417251 3.7457338159 34777.4802405 0.257563097786 17.4702084652 0.730004621725 -211.826065177 -30.0405856083 -246.099523452 32.8019715067 25 -245.336426938 119.918776021 
1517 5727.59521484 4.40934748875 -0.0160308185504 0.00464494211578 81.7217216411 3.50018932832 33635.6790528 0.0448197603626 8.99657447181 1.02665219941 -210.433074671 -30.0603882356 -244.876825188 32.9709806966 25 -244.387303835 119.271200889 
1518 5703.69785713 4.33389851914 -0.0422986540637 0.0187035569159 81.7677183063 3.05057979218 32528.2758626 -0.0863346580238 9.97009824449 0.358517755729 -209.517777543 -30.0801908629 -243.866382368 33.0107268766 25 -243.400152745 118.302275159 
1519 5778.27896442 4.40595755408 0.00530412755975 0.0128949885932 81.8183646773 3.1306569958 33088.5034941 0.352428876525 19.8055099036 1.18736866092 -208.943040751 -30.0999934902 -243.201691432 32.8944241678 25 -242.602859605 117.295321442 
1520 5779.30561645 4.41631983355 0.00120719786276 0.0271758821814 81.7446062534 2.3546396258 32902.5830912 -0.0720747709295 9.27074574215 0.760090120081 -208.880883478 -30.1197961175 -242.943298374 32.688576137 25 -242.065513915 116.478225675 
1521 5783.53530853 4.44421649392 -0.00460301718906 0.0266840736042 81.7058386112 3.31016701743 34477.1310437 0.157715209308 15.2519710642 0.314987455459 -207.84753058 -30.1395987448 -242.287899006 32.6598966837 25 -241.477390085 115.921077357 
1522 5766.98624008 4.44425682563 -0.0129751205856 0.0140201653751 81.7774972638 4.90626671218 39424.35471 0.114458016547 12.8244011706 0.342806530241 -207.5514174 -30.1594013721 -241.759977801 32.5879946607 25 -240.915587823 115.3131509 
1523 5704.43945668 4.38431824624 -0.0472929192763 0.00503824979612 81.7319328754 1.32559649325 31273.6709437 -0.0117421686327 9.66697676304 0.669605259884 -207.11559095 -30.1792039994 -241.401173659 32.5049416838 25 -240.436044464 114.731546011 
1524 5779.06830707 4.42052439048 0.00532548322562 0.0122100015058 81.7884002466 5.31988957834 38990.3741885 0.106332828584 12.5078236187 1.39700914607 -207.014870579 -30.1990066267 -241.174992858 32.3952102399 25 -240.045614543 114.232200024 
1525 5816.57223514 4.50096678869 0.0266898403422 0.00760708496784 81.8195258307 3.21755944596 33797.162887 0.145616627915 14.5699397496 0.890852836714 -206.033211397 -30.218809254 -240.538963382 32.4302681431 25 -239.569021274 113.821967476 
1526 5785.29427079 4.47570895968 -0.012537791611 0.014359253813 81.7472196541 2.3620434833 33176.1452024 0.192453652909 14.0553618012 1.27684556963 -204.827478788 -30.2386118813 -239.409302425 32.7517996821 25 -238.792829289 113.32557158 
1527 5801.61350124 4.46847778456 0.00545697234693 0.000994867591745 81.7327646013 2.85810719664 34121.2865046 0.0345505477454 11.3761509755 0.809680978211 -199.802096173 -30.2584145086 -234.659133278 34.7104679229 25 -234.643236754 112.529576967 
1528 5745.08289348 4.41218829761 -0.00958162127584 0.015606146862 81.7123581491 3.8526236315 34849.5045735 0.266997132843 13.9468323532 1.28840041386 -198.718636617 -30.2782171359 -233.310532104 33.8876203614 25 -233.076438397 108.360181805 
1529 5719.70689399 4.38793261436 -0.0406283625792 0.0193369383517 81.7531488535 3.0722046413 32747.3646167 0.0771126315064 14.4400635607 0.431571761878 -197.159785065 -30.2980197632 -231.872042687 33.7734642699 25 -231.609776 106.773580821 
1530 5816.63520642 4.483022398 0.0151775821131 0.00654522849771 81.7576004125 3.82053040439 35827.8455546 0.202948093961 15.1229916777 0.738284596858 -197.038898189 -30.3178223905 -231.32736143 33.3514281528 25 -230.765484742 105.287115797 
1531 5735.05992579 4.39304993667 -0.0348309333037 0.0225724922794 81.6581573423 1.93251047902 31845.9862523 0.216738597514 17.2424633365 1.00096462781 -196.173537332 -30.3376250177 -230.765042315 33.1502593956 25 -230.072116324 104.423021912 
1532 5759.69311014 4.45786302708 -0.00981572857295 0.0262544917664 81.7448636063 3.68651811359 34661.0941968 -0.219862164345 6.78499810492 0.615524468849 -194.842567899 -30.357427645 -229.570709613 33.2970243776 25 -229.097163487 103.709850865 
1533 5761.28978826 4.43212108107 -0.00971413275741 0.01738693034 81.7171209411 2.98527201921 33829.1866511 0.305752549333 15.1811802665 1.13446480063 -194.779302899 -30.3772302723 -229.099688452 33.0996158215 25 -228.405277992 102.715095402 
1534 5737.88999849 4.42160472028 -0.0350498769478 0.0118525930944 81.6942118598 3.18027655856 34163.5528771 0.112111697556 12.9489755554 0.788677162084 -194.584933319 -30.3970328996 -228.986458988 32.8824366441 25 -227.96108106 102.003407279 
1535 5752.35925257 4.38777238944 -0.00748516626108 0.0174483647143 81.7063467145 4.58228966061 37272.9235447 0.0562767260458 10.1743681824 1.66166642801 -194.183617258 -30.4168355269 -228.693135662 32.7281681061 25 -227.568417628 101.53940772 
1536 5789.58827929 4.4119708428 0.0118889268878 0.0163510125019 81.7673052278 3.49003490817 34403.6410065 -0.0647161272165 10.4724387148 0.689943091532 -193.730766399 -30.4366381542 -228.28043484 32.6362074405 25 -227.169203049 101.126941661 
1537 5774.70406673 4.47258214354 0.00143144128609 0.0223474069833 81.7056448876 3.34919069378 33648.5569998 -0.118415247885 9.06488417452 0.735760952152 -189.541874779 -30.4564407815 -224.588436475 34.5641036057 25 -224.515450045 100.707924455 
1538 5741.62832167 4.39737890479 -0.0219988792924 0.0272983086504 81.7489933736 4.31182515958 36604.6527245 0.211723869282 13.5530633371 1.37679545283 -189.518975541 -30.4762434088 -223.918626029 33.8002141269 25 -223.480011534 98.0343688227 
1539 5704.65328082 4.36661267527 -0.0330077904371 0.00281031335151 81.7285369883 2.0478834208 31657.7647453 0.0711706692186 11.4725888475 0.605685444617 -188.962267323 -30.4960460361 -223.610440145 33.410754641 25 -222.849953712 96.9791276848 
1540 5749.79012181 4.42518674721 -0.0291176981928 0.0327375716423 81.7667718247 3.34176016309 34243.3908904 0.194257433356 15.4093126043 0.739970683121 -188.61934613 -30.5158486634 -223.204050492 33.1584603614 25 -222.318263059 96.3292672352 
1541 5781.92821308 4.46142216443 0.00861585409711 0.00865267275157 81.811424883 5.24077624154 39854.0690243 0.291147040931 18.0968676066 0.65627460589 -188.589542914 -30.5356512907 -223.052007793 32.9465609814 25 -221.926148174 95.7777739548 
1542 5725.82045625 4.41925262507 -0.0252298769754 0.00395484180324 81.680571189 1.93160042999 31693.2330212 0.0815806949391 9.22413482687 1.68403945639 -188.2309564 -30.555453918 -222.861738928 32.7849624777 25 -221.595152325 95.3658564428 
1543 5750.87174223 4.44734378795 -0.0301556048555 0.0186953869837 81.7404860611 3.73948497902 35504.478899 -0.207934428073 6.12925347735 0.910924324291 -187.459751307 -30.5752565453 -222.260061213 32.7458284289 25 -221.180185577 95.0150579666 
1544 5743.84047046 4.37111734476 -0.0226550897586 0.0136990009376 81.7841903624 3.37906585822 33725.4696376 0.152192900558 13.4643901062 1.72813752955 -187.324018409 -30.5950591726 -221.896665874 32.6916964558 25 -220.782437839 94.5802885911 
1545 5764.65227364 4.46619330621 -0.0137817888391 0.00609121278378 81.7553534054 3.65675706932 33952.5185623 -0.0585344801908 8.60053207915 0.756894262018 -186.953648078 -30.6148617999 -221.648668393 32.6325037038 25 -220.431405162 94.1627382264 
1546 5742.36312836 4.43644718353 -0.00740661821917 0.00344331476 81.7089220457 3.09642788463 33055.0070804 0.102712100645 10.9123254866 0.985221918425 -186.752051077 -30.6346644272 -221.394465421 32.5733318462 25 -220.108073944 93.7919029216 
1547 5785.74285142 4.4426990577 -0.00241251636049 0.0244411898162 81.7853671525 5.01202711331 38769.4839743 0.17053219937 15.8463108417 0.436205736623 -186.738972281 -30.6544670545 -221.311980357 32.4931015275 25 -219.845694358 93.4487690769 
1548 5723.3181128 4.35989057731 -0.0205806836181 0.00758859305988 81.7790182323 3.22600986657 32596.4898297 0.0406125065019 9.57577417298 1.43032819895 -184.925301191 -30.6742696818 -220.053691369 32.8724767124 25 -219.251147559 93.1665868636 
1549 5723.63809933 4.37912180612 -0.0229794581487 0.00371814360448 81.6982635631 3.53125027295 33850.1257687 0.357441911982 16.302902172 1.19622635056 -184.83463463 -30.6940723091 -219.485036024 32.9524750745 25 -218.668122163 92.5522374367 
1550 5773.71489459 4.47363011374 -0.00661176234241 0.0163457378627 81.7141641341 3.00363921397 33033.7233229 0.284292571364 16.594034758 0.68706896345 -182.508668624 -30.7138749364 -217.734506658 33.8407160837 25 -217.402953805 91.949409414 
1551 5744.47166002 4.43587319609 -0.0149067573056 0.00998924678291 81.6670141026 1.92016636567 31868.3658964 0.192221200247 11.5002372251 1.74320400223 -181.838350596 -30.7336775637 -216.764065466 33.757759443 25 -216.340185019 90.6644384285 
1552 5755.27059484 4.43824951499 -0.00856212678227 0.00514921376704 81.7444795817 2.94175671546 32520.9950557 0.280636672999 12.3209372111 1.73703357068 -180.280246141 -30.753480191 -215.447834296 33.9629173728 25 -215.104463375 89.5818670151 
1553 5732.32826832 4.41947059533 -0.0326918928029 0.0160944661915 81.7360976446 3.0385108676 33583.6465974 -0.218177057375 6.01765545785 1.58865670248 -179.029287289 -30.7732828183 -214.156024668 34.0089475387 25 -213.828632595 88.3263427441 
1554 5751.80149027 4.3813693818 -0.00543466500907 0.00433816599026 81.6837584714 3.78631395875 34331.0115921 0.253201058936 13.6260004601 2.17408406542 -178.493731137 -30.7930854456 -213.431185565 33.7722160399 25 -212.917144991 92.9591197103 
1555 5737.7152265 4.41049417029 -0.015605783329 0.0132865672269 81.7150907098 2.81909218112 32960.4263377 0.163634175058 11.1022479219 1.84362010939 -178.015998232 -30.8128880729 -212.951514408 33.5610080724 25 -212.241034869 92.0278294788 
1556 5717.58227443 4.38274818703 -0.0434184874141 0.00938105333995 81.7138119461 3.07700413653 33362.8886246 0.267956843802 17.87276721 1.37879367167 -177.330910565 -30.8326907002 -212.360612615 33.4521982448 25 -211.605890271 91.3319167295 
1557 5730.41211187 4.35222417289 -0.0330844404693 0.0117530946417 81.7007867046 2.62145210644 32808.2603381 -0.0943819456464 9.18327215071 0.865652213784 -176.861578672 -30.8524933274 -211.833475956 33.3591763417 25 -211.020075452 90.6769695038 
1558 5757.27592944 4.42418146273 -0.0188793040793 0.0137706437301 81.7422822235 3.56361240165 33774.8242898 0.262465616427 16.0975593977 0.75396959383 -176.411356394 -30.8722959547 -211.395660129 33.2737246533 25 -210.497190305 90.0713520578 
1559 5786.01725748 4.49736432121 -9.76222918902e-05 0.011741087961 81.7253770806 4.85984596564 37536.7203363 -0.000797486120931 10.4439595239 0.762961474707 -175.5925449 -30.892098582 -210.724507287 33.2998580883 25 -209.911256348 89.5286642836 
1560 5772.16541208 4.45506033726 -0.0120283462833 0.0193391530792 81.7772328055 3.77950123803 34809.8407021 -0.0248241233296 7.614825231 0.950305185549 -174.496386255 -30.9119012093 -209.725161602 33.5149538163 25 -209.12073912 88.9229276995 
1561 5703.28670121 4.34509725114 -0.038789288174 0.00638456253159 81.7562045692 4.23542875277 34916.3044169 0.195692796397 14.8358818996 0.900225314887 -173.327575731 -30.9317038366 -208.593860686 33.7822748766 25 -208.129846703 88.1126078438 
1562 5801.3444487 4.43620623329 0.0292887129889 0.00113694272924 81.7667906793 3.79526661852 34492.7812481 -0.119092036097 7.26201454466 1.12050539223 -171.631345427 -30.9515064639 -207.019652832 34.2326301093 25 -206.734853604 87.1019127997 
1563 5742.44416937 4.3641551399 -0.0137403807141 0.0098121238912 81.794310625 2.91495706135 32443.7061543 0.00722033702579 10.9990554243 1.19118899083 -171.512152655 -30.9713090912 -206.453306323 33.921156199 25 -205.891056729 85.6871170735 
1564 5770.87067474 4.46334545148 -0.00664017718093 0.00868596047412 81.7442386356 4.71085174611 36593.6854095 0.165919201593 14.0021628416 1.35020171915 -170.376876617 -30.9911117185 -205.694517137 33.8478873798 25 -205.094819027 84.8235175711 
1565 5740.00083279 4.40360243875 -0.018679995104 0.020912383951 81.7092458875 4.79807738992 37942.7644044 0.281065253819 14.9689683528 1.48097058251 -170.274301947 -31.0109143458 -205.247212014 33.6548880845 25 -204.474968192 84.007477242 
1566 5822.18827042 4.49081733485 0.0220894285765 0.00820368607233 81.6874585294 3.56411630919 34899.0298969 0.25036700196 15.4501704526 1.3090424032 -167.261670047 -31.0307169731 -202.849565343 34.70504614 25 -202.669886972 83.3678237794 
1567 5715.7382173 4.38501397558 -0.0428822835421 0.0166671120851 81.6889731841 2.45549637891 32412.4093421 -0.065168266814 7.91275418755 1.33272733208 -167.254889305 -31.0505196004 -202.220816534 34.1936695237 25 -201.72720555 81.5429399317 
1568 5730.10154401 4.39299993476 -0.0266379220198 0.0180232321336 81.7887120258 3.05588101134 33260.0600545 0.0723090358205 9.70770415883 1.70644699881 -165.500560422 -31.0703222277 -201.016468383 34.273016683 25 -200.616832293 80.5804558831 
1569 5739.68357392 4.3858303596 -0.0170876217137 0.00151592411562 81.7608711243 1.50146464548 30793.4710268 0.0641848954604 9.77900074808 1.29529242735 -164.730636257 -31.090124855 -200.045409242 34.1291228739 25 -199.597701556 79.4502799983 
1570 5773.76608007 4.47437528028 -0.0115712537532 0.0245617050252 81.7481202289 4.89178839685 38250.7865475 0.26274263957 14.9748462097 1.25436467117 -164.288226932 -31.1099274823 -199.50711329 33.9161007445 25 -198.858234813 78.4113466339 
1571 5810.02362233 4.43825976056 0.0232134579349 0.00614351851638 81.7358508452 2.98544502249 33526.7485781 0.098539592988 12.9745550221 1.19532501296 -164.106377125 -31.1297301096 -199.234927157 33.7001121399 25 -198.335800552 77.6520772643 
1572 5747.01840774 4.41813207307 -0.0214433213978 0.0115749280378 81.8044587519 4.89926248535 37724.1019805 0.098086995095 13.3578010089 0.470013471195 -163.668625661 -31.1495327369 -198.925292687 33.5426278616 25 -197.894576562 77.1098403754 
1573 5805.39641955 4.45552609418 0.0215968204676 0.0178736513763 81.7291328276 4.4979457366 36859.8835269 0.218338618084 14.8636818883 1.37514886726 -162.024662435 -31.1693353642 -197.622518504 33.8740960205 25 -197.056176797 76.6488137586 
1574 5745.3157689 4.41667068131 -0.0207153612556 0.0137817306461 81.7371153368 4.12332678513 36415.2326481 0.265951876391 15.2851976019 1.31079763822 -161.110135262 -31.1891379915 -196.567467012 34.0290742174 25 -196.089112521 101.890735282 
1575 5763.63047108 4.39044010752 -0.0131148128078 0.0176084124229 81.703680399 3.91161222694 35453.6023553 -0.0880683637955 9.04839017136 0.359625207449 -160.775633114 -31.2089406188 -196.049926076 33.8997908293 25 -195.376180183 100.903868378 
1576 5751.09960005 4.43155172796 -0.0214242348463 0.0160786797398 81.7111588097 3.02504941214 32763.3368947 0.0166716866558 8.41583013718 1.32955819002 -160.645844568 -31.2287432461 -195.849400935 33.7110315704 25 -194.891908498 100.171133413 
1577 5776.98778126 4.41690548493 -0.00708049225957 0.0184698377969 81.6857923111 2.60508724935 32796.8699561 0.175852852653 17.6465489167 0.945257412662 -160.050117633 -31.2485458734 -195.464829519 33.5952521869 25 -194.444741183 99.6670591005 
1578 5751.70359234 4.37998444954 -0.0110276542487 0.0192121456015 81.768868226 4.82173026027 37665.2835226 0.306979280366 15.0233702784 1.72342033878 -159.307566764 -31.2683485007 -194.791818554 33.600010332 25 -193.910149828 99.2000891582 
1579 5734.07391126 4.42406455459 -0.0264933470608 0.00534400867033 81.7098011131 3.04807605922 33049.6362601 0.339225498676 14.9642454049 1.71891536791 -158.355438178 -31.288151128 -193.92239626 33.7525821195 25 -193.223107117 98.6456951762 
1580 5779.78111893 4.49523058834 -0.000959784945509 0.0075884389951 81.7552688719 4.73874171337 37929.181213 -0.000976289371766 7.53453415063 1.11591811985 -158.146615086 -31.3079537553 -193.465562383 33.7142991147 25 -192.643857427 97.9388498376 
1581 5753.49930163 4.39842274794 -0.00693786990475 0.00234834702513 81.7891037467 4.52084792203 37245.6092595 0.0660846786105 9.88850299401 1.53133382184 -158.106504397 -31.3277563826 -193.366138035 33.5810755996 25 -192.248009463 97.3397975211 
1582 5755.75599054 4.44002858369 -0.0245403124653 0.0160794619526 81.6957457828 3.02760578693 33446.4192779 0.0802944958048 13.7661470217 0.333890823774 -155.562528876 -31.3475590099 -191.439637292 34.4235296942 25 -191.071124724 96.9241469292 
1583 5784.67499232 4.44160952083 0.0111671857406 0.0161106480384 81.7248556463 3.48369073545 33824.3023243 0.0928387212401 9.62868948822 1.93383912603 -155.504460691 -31.3673616371 -190.812457996 34.2218806258 25 -190.240303832 95.7274595627 
1584 5758.46825008 4.41315960288 -0.0220082392746 0.0112985438573 81.7048705584 2.50709564727 33052.8824123 0.172932374874 17.3461121247 0.803226105969 -154.460904743 -31.3871642644 -190.151506262 34.1547271987 25 -189.501772565 94.8768360442 
1585 5753.79427529 4.40236779411 -0.0161560016776 0.0210283400564 81.6796460237 5.027852154 38465.7151952 -0.0423470753064 11.0563709638 0.987970650001 -154.309977799 -31.4069668917 -189.701586499 33.9919893055 25 -188.90354993 94.118502149 
1586 5813.39979758 4.50884979633 0.0143097922524 0.00742810430072 81.7132919519 2.47421636884 32786.7555966 0.0886803641323 15.6046992622 0.510420513708 -153.133807728 -31.426769519 -188.896898202 34.0482463032 25 -188.207071355 93.5004768875 
1587 5740.09932827 4.41435257563 -0.0270166223583 0.00716615251928 81.6903145817 2.19071564085 32347.789018 0.246415514503 13.4804981446 1.12598857325 -151.748489405 -31.4465721463 -187.576892902 34.3830521678 25 -187.149994623 92.7841956848 
1588 5763.75723726 4.43784079828 -0.0191111675841 0.0163635500094 81.695563154 2.79770624139 32908.7006291 -0.316715637256 5.74301021336 0.469439398193 -150.85303659 -31.4663747736 -186.582111183 34.4220398019 25 -186.133124575 91.7073163253 
1589 5727.44703049 4.41129697358 -0.0233730645334 0.00564937895049 81.7181557182 1.80617474153 31713.1625592 0.0780862728983 13.2144542653 0.253816349996 -150.052857042 -31.4861774009 -185.773159624 34.3634424765 25 -185.243884771 90.6706436507 
1590 5751.17642481 4.38941170582 -0.0173063291941 0.0145096951742 81.7958043759 4.27972186619 35920.9098466 0.00972713238435 7.68011077003 1.60470991459 -149.866439059 -31.5059800282 -185.373313402 34.1676129674 25 -184.613359395 89.7616012194 
1591 5803.07300525 4.49597041122 0.0128017188084 0.00397152019272 81.7892705554 4.60933930121 37124.9999941 0.303406272474 16.9795279015 1.08846182861 -148.848551312 -31.5257826555 -184.671021854 34.1472610985 25 -183.948627881 89.1112732154 
1592 5725.19287336 4.41034688654 -0.0264082221116 0.00263005695333 81.7343352346 3.0242760566 32803.1233141 0.0408257481132 9.65396780771 0.740747312709 -147.486310002 -31.5455852828 -183.409064802 34.4353765016 25 -182.949741175 88.4267390748 
1593 5741.5125866 4.42164049528 -0.0242245853464 0.00758467075089 81.7080036766 3.53563669644 34522.9171607 -0.0265604987662 7.05868445794 2.01491316085 -146.174274106 -31.5653879101 -182.106389254 34.6756772566 25 -181.748528892 87.4080497412 
1594 5774.64411017 4.48391142186 -0.00592061982029 0.00237810932127 81.6975041159 1.498152548 31867.1584151 -0.138102017651 10.4094503221 0.459570633245 -145.521510569 -31.5851905374 -181.29276296 34.5415638292 25 -180.801755091 86.1870348311 
1595 5778.37775965 4.43424001109 -0.0049183642117 0.0233570695933 81.7410373029 2.04166070256 32422.4557028 0.0308377716991 10.9784096765 1.52147132789 -145.037226627 -31.6049931647 -180.767350483 34.359164254 25 -180.091257654 85.2204584029 
1596 5779.90062811 4.44923946356 -0.00066210957459 0.00200347155567 81.810832088 4.34267343165 36019.2518355 0.255967443225 16.9228795331 1.08062766781 -144.91938039 -31.624795792 -180.513387343 34.1548507565 25 -179.587064575 84.4901583386 
1597 5775.92565851 4.47292164427 0.00411316177729 0.000532581985931 81.6708981781 3.00524336643 33247.0615377 0.19219567266 11.4638399624 1.24543579434 -144.716925004 -31.6445984193 -180.369659325 33.9741941192 25 -179.210535365 83.9661626319 
1598 5760.88479836 4.45092012695 -0.0138752930522 0.0216621871956 81.729663814 5.18103360604 39452.8206251 0.319550935292 15.3993878972 1.46052418532 -144.512949558 -31.6644010466 -180.186169576 33.8272734222 25 -178.890662126 83.5698307946 
1599 5745.91704444 4.38607317145 -0.0229500382397 0.000997642685364 81.7619018475 2.45909657257 32296.2437354 -0.172827668102 6.20632550541 1.11008633884 -143.844086787 -31.6842036739 -179.719835034 33.7667356912 25 -178.528515119 83.230154928 
1600 5744.61271146 4.44760509708 -0.0121798881977 7.25367518568e-05 81.7847915922 2.71055370073 32466.2172801 0.0282789306041 10.9437159412 1.07589866914 -143.772575674 -31.7040063012 -179.423721443 33.7010993498 25 -178.185973267 82.848205294 
1601 5716.79504671 4.37608632087 -0.0314919737842 0.0121373866719 81.6925228112 4.95382999927 37829.2643365 0.18860511694 15.2655324882 0.788324775175 -143.676481821 -31.7238089285 -179.359206871 33.6117496167 25 -177.916431012 82.4858608148 
1602 5733.42346814 4.38955139428 -0.0152939718919 0.00619850155175 81.7480077192 1.95711635 31676.3270304 0.0446342492547 12.5482033794 0.117417110888 -142.897094961 -31.7436115558 -178.868339874 33.6090845705 25 -177.590006591 82.1965159326 
1603 5765.58342653 4.43925464751 -0.00782023466771 0.022764039468 81.742366977 5.06241256901 38411.3817142 0.284812881474 15.1596682215 1.25029481128 -142.463394829 -31.7634141831 -178.3323521 33.654140222 25 -177.200673472 81.8502888846 
1604 5731.86988687 4.37985127202 -0.0247018156578 0.00950387273044 81.6990138879 3.18158958536 33045.6012186 0.351683417197 16.5127992036 2.00537874279 -141.200124644 -31.7832168104 -177.339522626 33.990325511 25 -176.574542916 81.4411531382 
1605 5761.63314478 4.43460434392 -0.012184792668 0.0228221284036 81.6788495025 4.96072189535 38177.9655956 0.107685590009 15.2441246635 0.510205181779 -140.326303183 -31.8030194377 -176.385701338 34.2927808439 25 -175.782523911 80.7952199548 
1606 5799.18853286 4.45190801737 0.0213674957535 0.00130276787624 81.7743345707 2.69989993228 32940.2441998 0.135703203809 12.6968747333 0.626679013085 -139.662995608 -31.822822065 -175.675476956 34.3881016129 25 -175.034421555 79.9833983227 
1607 5769.58647242 4.43158033118 -0.0058380323572 0.0139530168875 81.8006143743 4.70526096474 37751.3852401 0.177945354606 14.7549718504 0.533280412078 -138.909461373 -31.8426246923 -174.971517743 34.4343657027 25 -174.309327939 79.2154933393 
1608 5719.16720777 4.38066165828 -0.0294695019496 0.00134727375675 81.7475912795 2.60409198177 32601.885671 0.233231907646 14.4027519925 0.967480894952 -138.606027918 -31.8624273196 -174.520729871 34.3513444373 25 -173.716305749 78.4705970955 
1609 5747.29959523 4.43218438584 -0.00935271287335 0.00431259790705 81.7324958879 3.17753797846 32925.4082094 -0.0679107348831 7.94115015677 1.71197128221 -137.040112064 -31.8822299468 -173.337804149 34.6703716252 25 -172.816105724 77.8577722783 
1610 5802.69539832 4.47485561598 0.0184957405817 0.00373154914949 81.7169393299 3.06395465075 34201.1664431 -0.182208302987 5.70265113949 1.41523227352 -135.486028344 -31.9020325741 -171.801468439 35.0993885861 25 -171.492122309 76.9377696257 
1611 5816.76131668 4.50560164786 0.0265815596181 0.00842455531207 81.7594805049 3.82486371258 34867.0648344 0.0470906321428 11.3334703824 0.792570032629 -134.752038043 -31.9218352014 -170.887008194 34.9658642347 25 -170.451329408 75.5939835838 
1612 5793.56372721 4.45680923654 0.000675051422479 0.0193382087732 81.7739775675 4.34978062381 36978.4145186 -0.149023073307 6.6077011057 1.23080834419 -134.745586213 -31.9416378287 -170.602467759 34.6859836582 25 -169.830898766 74.5333880551 
1613 5734.73096014 4.40840359777 -0.0290002110108 0.022956615533 81.740399851 3.72346222894 34668.7721138 0.133978837499 10.8890490822 1.23072401928 -134.096624407 -31.961440456 -170.242823502 34.506678545 25 -169.322651988 73.8931547861 
1614 5777.43520526 4.42548139691 0.00651239573444 0.0160008566418 81.7151161385 4.28707622433 35620.8639227 0.136465194041 17.4414724545 0.254814202349 -133.707982754 -31.9812430833 -169.776807016 34.3843737167 25 -168.831018795 73.3651053813 
1615 5807.65184113 4.48543863799 0.0165193822767 0.00438678111034 81.6884744275 2.5394795563 32604.061165 -0.088526687757 6.82230215376 1.17199801036 -133.165031342 -32.0010457106 -169.313170163 34.316597857 25 -168.350165739 72.853669561 
1616 5749.11693559 4.42262204733 -0.00916930878898 0.0102870495676 81.7983903543 3.04350816326 32941.77536 0.145345521415 16.1891686769 0.706201846169 -132.838367321 -32.0208483379 -168.92129089 34.2508088951 25 -167.902350528 72.3530138777 
1617 5762.29898835 4.43139949607 -0.0143256738824 0.00138491636723 81.7224271579 3.34865526822 33714.702483 -0.00563562970187 8.34770243061 1.83213594932 -132.61622934 -32.0406509652 -168.673816781 34.1668695847 25 -167.52231628 71.8853960391 
1618 5777.58021129 4.44253046296 -0.00819153239226 0.0214582574534 81.7026338416 1.32180979529 31851.2679723 -0.201231908022 6.19037713111 0.576947236494 -132.307080943 -32.0604535925 -168.422232421 34.0909100266 25 -167.181138165 71.4855591633 
1619 5780.22569265 4.40238131411 0.0114367421148 0.00763068023005 81.7222152583 3.92487232814 34674.4464143 0.12605861316 15.5541463006 0.444265887913 -131.499958895 -32.0802562198 -167.816487231 34.1302849106 25 -166.75603349 71.1245784211 
1620 5782.13638544 4.47316627988 -0.00396849744853 0.00890275035122 81.7045205961 4.96933742725 38253.8345042 0.253620679212 17.6510809582 1.38956008937 -130.344325381 -32.1000588471 -166.775825734 34.4394125368 25 -166.072733466 70.6796711188 
1621 5761.69717 4.45978912003 -0.0122801704196 0.00723871053463 81.7333590569 4.8247302269 37609.9371264 0.288786647092 13.7577943128 1.81827744678 -129.921665495 -32.1198614744 -166.142714005 34.5258026305 25 -165.41396452 69.9765684673 
1622 5752.36753844 4.38713064403 -0.00906202564806 0.016550745518 81.7018213759 1.77622816127 31406.7443813 0.14680239086 12.0352707964 0.856837801709 -129.281229329 -32.1396641017 -165.60271767 34.550324642 25 -164.810747041 69.2979968945 
1623 5768.25237782 4.42222716884 -0.00356532934126 0.0106516156362 81.7275726545 4.39724258115 35853.4519241 0.153283318286 15.825735938 1.45163301751 -129.105915301 -32.159466729 -165.261225083 34.4755133565 25 -164.317684199 68.674976788 
